Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0K5V5	A0A0M0K5V5_9EUKA	unreviewed	Vacuolar protein 8	Ctob_009407	Chrysochromulina tobinii	963			NAD+ ADP-ribosyltransferase activity [GO:0003950]	NAD+ ADP-ribosyltransferase activity [GO:0003950]	GO:0003950	
A0A0M0JRL3	A0A0M0JRL3_9EUKA	unreviewed	Metallophos domain-containing protein	Ctob_012324	Chrysochromulina tobinii	303			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	
A0A0M0K4C4	A0A0M0K4C4_9EUKA	unreviewed	Uncharacterized protein	Ctob_008918	Chrysochromulina tobinii	404						
A0A0M0JEM7	A0A0M0JEM7_9EUKA	unreviewed	Aurora kinase (EC 2.7.11.1)	Ctob_002553	Chrysochromulina tobinii	303			ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0106310; GO:0106311	
A0A0M0K8F6	A0A0M0K8F6_9EUKA	unreviewed	Uncharacterized protein	Ctob_015853	Chrysochromulina tobinii	516			glycosyltransferase activity [GO:0016757]	glycosyltransferase activity [GO:0016757]	GO:0016757	
A0A0M0KBW5	A0A0M0KBW5_9EUKA	unreviewed	Lipoprotein (Fragment)	Ctob_016561	Chrysochromulina tobinii	844						
A0A0M0K3T7	A0A0M0K3T7_9EUKA	unreviewed	Protein serine threonine	Ctob_013879	Chrysochromulina tobinii	2678		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J9H6	A0A0M0J9H6_9EUKA	unreviewed	Cd4-specific ankyrin repeat protein	Ctob_000832	Chrysochromulina tobinii	187						
A0A0M0JWS8	A0A0M0JWS8_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_009573	Chrysochromulina tobinii	612						
A0A0M0K0S7	A0A0M0K0S7_9EUKA	unreviewed	Protein nlrc3	Ctob_012766	Chrysochromulina tobinii	933			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0LQC5	A0A0M0LQC5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_011361	Chrysochromulina tobinii	435			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	
A0A0M0JRE7	A0A0M0JRE7_9EUKA	unreviewed	Ppr protein	Ctob_010418	Chrysochromulina tobinii	612						
A0A0M0K8X7	A0A0M0K8X7_9EUKA	unreviewed	Surface antigen-like protein (Fragment)	Ctob_013378	Chrysochromulina tobinii	330						
A0A0M0JIR7	A0A0M0JIR7_9EUKA	unreviewed	RHOMBOID-like protein (EC 3.4.21.-) (Rhomboid-like protein)	Ctob_012916	Chrysochromulina tobinii	557		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0016021	
A0A0M0JD83	A0A0M0JD83_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_004953	Chrysochromulina tobinii	335			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JGQ9	A0A0M0JGQ9_9EUKA	unreviewed	Uncharacterized protein	Ctob_012193	Chrysochromulina tobinii	156		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K3F4	A0A0M0K3F4_9EUKA	unreviewed	Translation initiation factor if-2	Ctob_014157	Chrysochromulina tobinii	764			GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0003924; GO:0005525	
A0A0M0JDZ7	A0A0M0JDZ7_9EUKA	unreviewed	Non-lysosomal glucosylceramidase	Ctob_006427	Chrysochromulina tobinii	686		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; endoribonuclease activity [GO:0004521]	endoribonuclease activity [GO:0004521]	GO:0004521; GO:0016021	
A0A0M0LRZ7	A0A0M0LRZ7_9EUKA	unreviewed	Uncharacterized protein	Ctob_015727	Chrysochromulina tobinii	251						
A0A0M0JNZ6	A0A0M0JNZ6_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_007635	Chrysochromulina tobinii	226		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0LST2	A0A0M0LST2_9EUKA	unreviewed	Uncharacterized protein	Ctob_016114	Chrysochromulina tobinii	104						
A0A0M0J7D3	A0A0M0J7D3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_003993	Chrysochromulina tobinii	150						
A0A0M0JEY0	A0A0M0JEY0_9EUKA	unreviewed	RNA-binding protein nob1	Ctob_005862	Chrysochromulina tobinii	323			metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	GO:0004518; GO:0046872	
A0A0M0LRU1	A0A0M0LRU1_9EUKA	unreviewed	Stress-inducible protein (Fragment)	Ctob_015709	Chrysochromulina tobinii	499						
A0A0M0JLN6	A0A0M0JLN6_9EUKA	unreviewed	Magnesium transporter nipa2	Ctob_003187	Chrysochromulina tobinii	482		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; magnesium ion transmembrane transporter activity [GO:0015095]	magnesium ion transmembrane transporter activity [GO:0015095]	GO:0015095; GO:0016021	
A0A0M0JYG3	A0A0M0JYG3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016348	Chrysochromulina tobinii	249						
A0A0M0K3N1	A0A0M0K3N1_9EUKA	unreviewed	Uncharacterized protein	Ctob_010666	Chrysochromulina tobinii	961						
A0A0M0K762	A0A0M0K762_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_015482	Chrysochromulina tobinii	893			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JKB6	A0A0M0JKB6_9EUKA	unreviewed	Uncharacterized protein	Ctob_007426	Chrysochromulina tobinii	372						
A0A0M0KB18	A0A0M0KB18_9EUKA	unreviewed	Calcium-dependent protein	Ctob_016060	Chrysochromulina tobinii	169			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0JC88	A0A0M0JC88_9EUKA	unreviewed	UBA domain-containing protein	Ctob_003277	Chrysochromulina tobinii	421						
A0A0M0JVQ5	A0A0M0JVQ5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_015132	Chrysochromulina tobinii	308						
A0A0M0JWB2	A0A0M0JWB2_9EUKA	unreviewed	FYVE-type domain-containing protein	Ctob_003972	Chrysochromulina tobinii	663			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872	
A0A0M0JMS4	A0A0M0JMS4_9EUKA	unreviewed	Calmodulin-like 5	Ctob_011587	Chrysochromulina tobinii	216			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JNB3	A0A0M0JNB3_9EUKA	unreviewed	Ankyrin repeat domain-containing protein 39 (Fragment)	Ctob_012275	Chrysochromulina tobinii	308						
A0A0M0JWZ7	A0A0M0JWZ7_9EUKA	unreviewed	DNA polymerase delta subunit 3	Ctob_006990	Chrysochromulina tobinii	842	DNA replication [GO:0006260]	delta DNA polymerase complex [GO:0043625]	delta DNA polymerase complex [GO:0043625]; oxidoreductase activity [GO:0016491]; DNA replication [GO:0006260]	oxidoreductase activity [GO:0016491]	GO:0006260; GO:0016491; GO:0043625	
A0A0M0JTZ0	A0A0M0JTZ0_9EUKA	unreviewed	Radical sam domain-containing protein	Ctob_009154	Chrysochromulina tobinii	403			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0003824; GO:0046872; GO:0051536	
A0A0M0JWD0	A0A0M0JWD0_9EUKA	unreviewed	Protein nlrc3 (Fragment)	Ctob_013805	Chrysochromulina tobinii	320						
A0A0M0J443	A0A0M0J443_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_004044	Chrysochromulina tobinii	130						
A0A0M0JWR5	A0A0M0JWR5_9EUKA	unreviewed	Calcium-dependent protein kinase	Ctob_013290	Chrysochromulina tobinii	597			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0JUL1	A0A0M0JUL1_9EUKA	unreviewed	Uncharacterized protein	Ctob_004439	Chrysochromulina tobinii	159						
A0A0M0J9N1	A0A0M0J9N1_9EUKA	unreviewed	Ankyrin repeat protein l93-like protein	Ctob_001735	Chrysochromulina tobinii	395						
A0A0M0J570	A0A0M0J570_9EUKA	unreviewed	RNA helicase (EC 3.6.4.13)	Ctob_002987	Chrysochromulina tobinii	1005	post-transcriptional gene silencing by RNA [GO:0035194]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 5'-3' RNA helicase activity [GO:0032574]; ATP hydrolysis activity [GO:0140603]; RNA binding [GO:0003723]; post-transcriptional gene silencing by RNA [GO:0035194]	5'-3' RNA helicase activity [GO:0032574]; ATP hydrolysis activity [GO:0140603]; RNA binding [GO:0003723]	GO:0003723; GO:0005737; GO:0032574; GO:0035194; GO:0140603	
A0A0M0J812	A0A0M0J812_9EUKA	unreviewed	Echinoderm microtubule-associated 5	Ctob_002107	Chrysochromulina tobinii	307						
A0A0M0K616	A0A0M0K616_9EUKA	unreviewed	Magnesium transporter	Ctob_011559	Chrysochromulina tobinii	302		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]	cation transmembrane transporter activity [GO:0008324]	GO:0008324; GO:0016021	
A0A0M0K228	A0A0M0K228_9EUKA	unreviewed	Cobalamin synthesis p47k	Ctob_016317	Chrysochromulina tobinii	576						
A0A0M0JKK7	A0A0M0JKK7_9EUKA	unreviewed	Uncharacterized protein	Ctob_005038	Chrysochromulina tobinii	1024						
A0A0M0J8Y3	A0A0M0J8Y3_9EUKA	unreviewed	Uncharacterized protein	Ctob_007196	Chrysochromulina tobinii	294						
A0A0M0J5V1	A0A0M0J5V1_9EUKA	unreviewed	N-acetyl-gamma-glutamyl-phosphate reductase	Ctob_006277	Chrysochromulina tobinii	362	arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; arginine biosynthetic process [GO:0006526]	N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]	GO:0003942; GO:0005737; GO:0006526; GO:0051287	
A0A0M0K243	A0A0M0K243_9EUKA	unreviewed	Uncharacterized protein	Ctob_011704	Chrysochromulina tobinii	194						
A0A0M0LQE4	A0A0M0LQE4_9EUKA	unreviewed	Gtp-binding protein rab11	Ctob_015420	Chrysochromulina tobinii	210			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005525	
A0A0M0LR02	A0A0M0LR02_9EUKA	unreviewed	Mfs-type transporter slc18b1 (Fragment)	Ctob_015319	Chrysochromulina tobinii	369		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
A0A0M0K9W6	A0A0M0K9W6_9EUKA	unreviewed	Hydroxyacylglutathione hydrolase	Ctob_012040	Chrysochromulina tobinii	290	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]		hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]	GO:0004416; GO:0019243; GO:0046872	
A0A0M0JXY4	A0A0M0JXY4_9EUKA	unreviewed	ATP-dependent protease la	Ctob_011925	Chrysochromulina tobinii	536	protein catabolic process [GO:0030163]		ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; protein catabolic process [GO:0030163]	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252; GO:0005524; GO:0030163	
A0A0M0JL22	A0A0M0JL22_9EUKA	unreviewed	Serine threonine-protein kinase ctr1	Ctob_002788	Chrysochromulina tobinii	680			ATP binding [GO:0005524]; phosphatase activity [GO:0016791]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; phosphatase activity [GO:0016791]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0016791	
A0A0M0JIJ9	A0A0M0JIJ9_9EUKA	unreviewed	Uncharacterized protein	Ctob_002744	Chrysochromulina tobinii	276		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JD59	A0A0M0JD59_9EUKA	unreviewed	Protein kinase domain-containing protein	Ctob_002773	Chrysochromulina tobinii	397			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0J410	A0A0M0J410_9EUKA	unreviewed	Sodium potassium calcium exchanger 4	Ctob_000155	Chrysochromulina tobinii	425	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]		GO:0016021; GO:0055085	
A0A0M0JWR6	A0A0M0JWR6_9EUKA	unreviewed	Flagellar associated protein	Ctob_009307	Chrysochromulina tobinii	258		cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; motile cilium [GO:0031514]	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; motile cilium [GO:0031514]		GO:0005737; GO:0005815; GO:0031514	
A0A0M0JMS8	A0A0M0JMS8_9EUKA	unreviewed	Nek4 protein	Ctob_009638	Chrysochromulina tobinii	482			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0JTQ7	A0A0M0JTQ7_9EUKA	unreviewed	Uncharacterized protein	Ctob_005593	Chrysochromulina tobinii	396						
A0A0M0JDA9	A0A0M0JDA9_9EUKA	unreviewed	Uncharacterized protein	Ctob_007083	Chrysochromulina tobinii	336		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JZ91	A0A0M0JZ91_9EUKA	unreviewed	Uncharacterized protein	Ctob_012861	Chrysochromulina tobinii	179						
A0A0M0JK70	A0A0M0JK70_9EUKA	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein	Ctob_005305	Chrysochromulina tobinii	437						
A0A0M0K5Y8	A0A0M0K5Y8_9EUKA	unreviewed	Uncharacterized protein	Ctob_013549	Chrysochromulina tobinii	607			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JHI0	A0A0M0JHI0_9EUKA	unreviewed	Uncharacterized protein	Ctob_005971	Chrysochromulina tobinii	339						
A0A0M0J4F2	A0A0M0J4F2_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_001528	Chrysochromulina tobinii	1181			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JSG0	A0A0M0JSG0_9EUKA	unreviewed	Ddb1-and cul4-associated factor 13	Ctob_007300	Chrysochromulina tobinii	443		nucleolus [GO:0005730]	nucleolus [GO:0005730]		GO:0005730	
A0A0M0KBC4	A0A0M0KBC4_9EUKA	unreviewed	3 5 exonuclease domain containing protein	Ctob_009417	Chrysochromulina tobinii	222			exonuclease activity [GO:0004527]	exonuclease activity [GO:0004527]	GO:0004527	
A0A0M0JKD5	A0A0M0JKD5_9EUKA	unreviewed	Tripartite motif-containing protein 2	Ctob_006506	Chrysochromulina tobinii	761	actin cytoskeleton organization [GO:0030036]		actin filament binding [GO:0051015]; actin cytoskeleton organization [GO:0030036]	actin filament binding [GO:0051015]	GO:0030036; GO:0051015	
A0A0M0KAK6	A0A0M0KAK6_9EUKA	unreviewed	Uncharacterized protein	Ctob_016094	Chrysochromulina tobinii	497						
A0A0M0JAP7	A0A0M0JAP7_9EUKA	unreviewed	Tpr domain-containing protein	Ctob_002512	Chrysochromulina tobinii	342						
A0A0M0JF42	A0A0M0JF42_9EUKA	unreviewed	Uncharacterized protein	Ctob_003032	Chrysochromulina tobinii	456	tRNA aminoacylation for protein translation [GO:0006418]		aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; tRNA aminoacylation for protein translation [GO:0006418]	aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]	GO:0004812; GO:0005524; GO:0006418	
A0A0M0JYS0	A0A0M0JYS0_9EUKA	unreviewed	Phosphomevalonate kinase (EC 2.7.4.2)	Ctob_010526	Chrysochromulina tobinii	616	isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]		ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]	ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]	GO:0004631; GO:0005524; GO:0019287	
A0A0M0LQI4	A0A0M0LQI4_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_013013	Chrysochromulina tobinii	77						
A0A0M0JE51	A0A0M0JE51_9EUKA	unreviewed	Leucine-rich repeat-containing protein	Ctob_005847	Chrysochromulina tobinii	1143						
A0A0M0J383	A0A0M0J383_9EUKA	unreviewed	Uncharacterized protein	Ctob_000019	Chrysochromulina tobinii	462						
A0A0M0JT05	A0A0M0JT05_9EUKA	unreviewed	Carnitine o-palmitoyltransferase mitochondrial-like protein	Ctob_009049	Chrysochromulina tobinii	285			acyltransferase activity [GO:0016746]	acyltransferase activity [GO:0016746]	GO:0016746	
A0A0M0K479	A0A0M0K479_9EUKA	unreviewed	Uncharacterized protein	Ctob_013045	Chrysochromulina tobinii	304						
A0A0M0JPV3	A0A0M0JPV3_9EUKA	unreviewed	Uncharacterized protein	Ctob_003365	Chrysochromulina tobinii	349						
A0A0M0J6H9	A0A0M0J6H9_9EUKA	unreviewed	Transmembrane protein	Ctob_004760	Chrysochromulina tobinii	152		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J4H9	A0A0M0J4H9_9EUKA	unreviewed	Uncharacterized protein	Ctob_006122	Chrysochromulina tobinii	389						
A0A0M0JKH4	A0A0M0JKH4_9EUKA	unreviewed	Kelch repeat	Ctob_008155	Chrysochromulina tobinii	392			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723	
A0A0M0JSE8	A0A0M0JSE8_9EUKA	unreviewed	Uncharacterized protein	Ctob_013398	Chrysochromulina tobinii	166						
A0A0M0J7X4	A0A0M0J7X4_9EUKA	unreviewed	60s ribosomal protein l27a	Ctob_000056	Chrysochromulina tobinii	88	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	
A0A0M0LPG2	A0A0M0LPG2_9EUKA	unreviewed	Uncharacterized protein	Ctob_011365	Chrysochromulina tobinii	135						
A0A0M0K520	A0A0M0K520_9EUKA	unreviewed	Gdp-mannose pyrophosphorylase	Ctob_010248	Chrysochromulina tobinii	361	biosynthetic process [GO:0009058]		nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]	nucleotidyltransferase activity [GO:0016779]	GO:0009058; GO:0016779	
A0A0M0K0T4	A0A0M0K0T4_9EUKA	unreviewed	Uncharacterized protein	Ctob_011568	Chrysochromulina tobinii	393		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JVF7	A0A0M0JVF7_9EUKA	unreviewed	Putative tyrosinase-like protein in chromosome	Ctob_005825	Chrysochromulina tobinii	269						
A0A0M0J5T4	A0A0M0J5T4_9EUKA	unreviewed	Uncharacterized protein	Ctob_001725	Chrysochromulina tobinii	96						
A0A0M0JKR0	A0A0M0JKR0_9EUKA	unreviewed	Rac-beta serine threonine-protein kinase	Ctob_009214	Chrysochromulina tobinii	971			ATP binding [GO:0005524]; cGMP binding [GO:0030553]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; cGMP binding [GO:0030553]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0030553	
A0A0M0JCS0	A0A0M0JCS0_9EUKA	unreviewed	Uncharacterized protein	Ctob_008221	Chrysochromulina tobinii	110						
A0A0M0K0T3	A0A0M0K0T3_9EUKA	unreviewed	PDZ domain-containing protein	Ctob_013142	Chrysochromulina tobinii	1222						
A0A0M0JZH1	A0A0M0JZH1_9EUKA	unreviewed	2,5-didehydrogluconate reductase	Ctob_015185	Chrysochromulina tobinii	459			D-threo-aldose 1-dehydrogenase activity [GO:0047834]	D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0047834	
A0A0M0JHI1	A0A0M0JHI1_9EUKA	unreviewed	Uncharacterized protein	Ctob_012192	Chrysochromulina tobinii	250						
A0A0M0J9G0	A0A0M0J9G0_9EUKA	unreviewed	Polycystic kidney disease 2-like 1	Ctob_006781	Chrysochromulina tobinii	755		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
